"places";"postcode"
"Nahe";"23866,23866"
"Nahrendorf";"21369,21369"
"Naila";"95119,95119"
"Nalbach";"66809,66809"
"Namborn";"66640,66640"
"Nandlstadt";"85405,85405"
"Nassenfels";"85128,85128"
"Natendorf";"29587,29587"
"Nattheim";"89564,89564"
"Nauheim";"64569,61231,61231"
"Naumburg";"34311,06618"
"Nebel,Norddorf,Wittdün";"25946"
"Neckarbischofsheim";"74924,74924"
"Neckargemünd";"69151,69151"
"Neckargerach";"69437,69437"
"Neckarsteinach";"69239,69239"
"Neckarsulm";"74172,74172"
"Neckartailfingen";"72666,72666"
"Neckartenzlingen";"72654,72654"
"Neckarwestheim";"74382,74382"
"Neckarzimmern";"74865,74865"
"Neenstetten";"89189,89189"
"Neetze";"21398,21398"
"Negenborn";"37643,37643"
"Nehren,Schlattwiesen";"72147"
"Neidenstein";"74933,74933"
"Neidlingen";"73272,73272"
"Neinstedt,Thale,Timmenrode,Warnstedt,Weddersleben";"06502"
"Neitersen,Obernau,Schöneberg";"57638"
"Nellingen";"89191,89191"
"Nentershausen";"36214,56412"
"Nerchau";"04685,04685"
"Nersingen";"89278,89278"
"Nerzweiler,Offenbach-Hundheim";"67749"
"Nesselwang";"87484,87484"
"Netphen";"57250,57250"
"Nettersheim";"53947,53947"
"Nettetal";"41334,41334"
"Neu Darchau";"29490,29490"
"Neu Wulmstorf";"21629,21629"
"Neualbenreuth";"95698,95698"
"Neu-Anspach";"61267,61267"
"Neubeuern";"83115,83115"
"Neubiberg";"85579,85579"
"Neubörger,Neulehe";"26909"
"Neubrandenburg";"17033,17034,17036,17033,17034,17036"
"Neubrunn";"97277,98617"
"Neubulach";"75387,75387"
"Neuburg";"76776,86476,86633,94127,23974"
"Neuching";"85467,85467"
"Neudenau";"74861,74861"
"Neudrossenfeld";"95512,95512"
"Neu-Eichenberg";"37249,37249"
"Neuenburg";"79395,79395"
"Neuenbürg";"75305,75305"
"Neuendettelsau";"91564,91564"
"Neuendorf";"97788,39638"
"Neuengörs";"23818,23818"
"Neuenkirchen";"21763,29643,48485,19246"
"Neuenkirchen,Strübbel";"25792"
"Neuenkirchen,Scholen";"27251"
"Neuenkirchen-Vörden";"49434,49434"
"Neuenmarkt,Wirsberg";"95339"
"Neuenrade";"58809,58809"
"Neuenstein";"36286,74632"
"Neuental";"34599,34599"
"Neuenweg";"79691,79691"
"Neufahrn,Salzburg";"84088"
"Neufahrn";"85375,84088"
"Neufeld,Neufelderkoog,Schmedeswurth";"25724"
"Neuffen";"72639,72639"
"Neufraunhofen";"84181,84181"
"Neugersdorf";"02727,16259"
"Neuhaus";"91284,94152,78733"
"Neuhäusel";"56335,56335"
"Neuhausen";"09544,73765,75242,78579,16928"
"Neuhof,Oeverdiek,Timmendorfer Strand";"23669"
"Neuhof";"36119,90616,16928"
"Neuhofen";"67141,67141"
"Neuhütten";"97843,54422"
"Neu-Isenburg,Neu-Isenburg";"63263"
"Neukalen";"17154,17154"
"Neukieritzsch";"04575,04575"
"Neukirch,Ringenhain,Steinigtwolmsdorf,Weifa";"01904"
"Neukirch";"88099,56479"
"Neukirchen";"08459,34626,92259,93453,94154,94362,83364"
"Neukirchen,Neukirchen-Adorf";"09221"
"Neukirchen,Neuseegalendorf";"23779"
"Neukirchen-Balbini";"92445,92445"
"Neukirchen-Vluyn,Neukirchen-Vluyn";"47506"
"Neuler";"73491,73491"
"Neulingen";"75245,39615"
"Neulußheim";"68809,68809"
"Neumagen-Dhron";"54347,54347"
"Neumark";"08496,99439"
"Neumarkt";"92318,84494"
"Neumünster";"24534,24537,24539,24534,24537,24539"
"Neumünster,Tasdorf";"24536"
"Neunburg";"92431,92431"
"Neundorf,Neundorf,Plauen,Rößnitz,Schneckengrün,Straßberg,Straßberg";"08527"
"Neundorf,Plattenthal,Schönfeld,Thermalbad Wiesenbad,Wiesa";"09488"
"Neundorf,Staßfurt";"39418"
"Neunkirchen";"57290,63930,66538,66539,66540,74867,91233,54426"
"Neunkirchen-Seelscheid";"53819,53819"
"Neuötting";"84524,84524"
"Neupotz";"76777,76777"
"Neureichenau";"94089,94089"
"Neuried";"77743,82061,77743,82061"
"Neusäß";"86356"
"Neuschönau";"94556,94556"
"Neusitz";"91616,91616"
"Neusorg";"95700,95700"
"Neuss";"41460,41462,41464,41466,41468,41469,41470,41472,41460,41462,41464,41466,41468,41469,41470,41472"
"Neustadt";"31535,35279,53577,67433,67434,91413,92660,93333,95514,96465,97845,98701"
"Neustetten";"72149,72149"
"Neustrelitz";"17235,17235"
"Neutraubling";"93073,93073"
"Neu-Ulm";"89231,89233,89231,89233"
"Neuweiler";"75389,75389"
"Neuwied";"56564,56566,56567,56564,56566,56567"
"Neuwühren,Raisdorf";"24223"
"Newel";"54309,54309"
"Nickenich";"56645,56645"
"Nidda";"63667,63667"
"Niddatal";"61194,61194"
"Nidderau,Winnerhöfe";"61130"
"Nideggen";"52385,52385"
"Niederaichbach";"84100,84100"
"Niederalteich";"94557,94557"
"Niederau,Weinböhla";"01689"
"Niederaula";"36272,36272"
"Niederdorf,Stollberg";"09366"
"Niederdorfelden";"61138,61138"
"Niedereschach";"78078,78078"
"Niederfrohna";"09243,09243"
"Niederfüllbach";"96489,96489"
"Niederhagen,Rostock";"18146"
"Niederkassel";"53859,53859"
"Niederkirchen";"67150,67700,67150,67700"
"Niederkrüchten";"41372,41372"
"Niederlangen,Oberlangen";"49779"
"Niedermurach";"92545,92545"
"Niedernberg";"63843,63843"
"Niederneisen";"65629,65629"
"Niedernhall";"74676,74676"
"Niedernhausen";"65527,65527"
"Niedernwöhren";"31712,31712"
"Nieder-Olm";"55268,55268"
"Niederrieden";"87767,87767"
"Niederschöna,Oberschöna,Wegefarth,Weißenborn";"09600"
"Niederschönenfeld";"86694,86694"
"Niederstetten";"97996,97996"
"Niederstotzingen";"89168,89168"
"Niederviehbach";"84183,84183"
"Niederwerrn";"97464,97464"
"Niederwerth,Vallendar";"56179"
"Niederwiesa";"09577,09577"
"Niederwinkling";"94559,94559"
"Niederwürschnitz";"09399,09399"
"Niederzier";"52382,52382"
"Niefern-Öschelbronn";"75223,75223"
"Nieheim";"33039,33039"
"Nienburg";"31582,06429"
"Nienhagen";"29336,18211"
"Nienstädt";"31688,31688"
"Nierstein";"55283,55283"
"Nieste";"34329,34329"
"Niestetal";"34266,34266"
"Nister-Möhrendorf,Rennerod,Waigandshain,Zehnhausen";"56477"
"Nittel";"54453,54453"
"Nittenau,Spitalhaus";"93149"
"Nohfelden";"66625,66625"
"Nonnenholz,Nonnenholz,Witzenhausen";"37217"
"Nonnenhorn";"88149,88149"
"Nonnweiler";"66620,66620"
"Norden";"26506,26506"
"Nordenham";"26954,26954"
"Norderfriedrichskoog,Oldenswort";"25870"
"Nordergeilwang,Treia";"24896"
"Norderney";"26548,26548"
"Norderstedt";"22844,22846,22848,22850,22851,22844,22846,22848,22850,22851"
"Nordhalben";"96365,96365"
"Nordhastedt,Odderade,Sarzbüttel";"25785"
"Nordhausen,Rüdigsdorf";"99734"
"Nordheim";"74226,98631"
"Nordheim,Sommerach";"97334"
"Nordholz";"27637,27637"
"Nordhorn";"48527,48529,48531,48527,48529,48531"
"Nordkirchen";"59394,59394"
"Nordleda";"21765,21765"
"Nördlingen";"86720,86720"
"Nordrach";"77787,77787"
"Nordsehl";"31717,31717"
"Nordstemmen";"31171,31171"
"Nordwalde";"48356,48356"
"Norstedt,Sollwitt,Viöl";"25884"
"Nörten-Hardenberg";"37176,37176"
"Northeim";"37154,37154"
"Nortmoor";"26845,26845"
"Nortrup";"49638,49638"
"Nörvenich";"52388,52388"
"Nottuln";"48301,48301"
"Notzingen";"73274,73274"
"Nübbel,Rendsburg";"24768"
"Nübbel";"24809,24768"
"Nübel";"24881,24881"
"Nudersdorf,Reinsdorf,Schmilkendorf,Straach";"06896"
"Nüdlingen";"97720,97720"
"Nufringen";"71154,71154"
"Nümbrecht";"51588,51588"
"Nürnberg";"90402,90403,90408,90409,90411,90419,90425,90427,90429,90431,90439,90441,90443,90449,90451,90453,90455,90459,90461,90469,90471,90473,90475,90478,90480,90482,90489,90491,90402,90403,90408,90409,90411,90419,90425,90427,90429,90431,90439,90441,90443,90449,90451,90453,90455,90459,90461,90469,90471,90473,90475,90478,90480,90482,90489,90491"
"Nürtingen";"72622,72622"
"Nusplingen";"72362,72362"
"Nußbach,Reichsthal";"67759"
"Nußdorf";"83131,83365,83131,83365"
"Nusse,Panten,Poggensee,Ritzerau,Walksfelde";"23896"
"Nußloch";"69226,69226"
"Nüsttal";"36167,36167"
"Nuthe-Urstromtal";"14947,14947"
"Nutteln,Vaale,Vaalermoor";"25594"
"Oberammergau";"82487,82487"
"Oberasbach";"90522,90522"
"Oberau";"82496,83379"
"Oberaudorf";"83080,83080"
"Oberaula";"36280,36280"
"Oberbergkirchen";"84564,84564"
"Oberbillig,Pellingen";"54331"
"Oberboihingen";"72644,72644"
"Oberdachstetten";"91617,91617"
"Oberderdingen";"75038,75038"
"Oberding";"85445,85445"
"Oberdischingen";"89610,89610"
"Oberdolling";"85129,85129"
"Oberdreis,Rodenbach";"57639"
"Obere Ölmühle,Oberstenfeld,Untere Ölmühle";"71720"
"Oberelsbach";"97656,97656"
"Oberer Etzberg,Ottenbach";"73113"
"Oberer Lindenhof,St. Johann";"72813"
"Obergriesbach";"86573,86573"
"Oberhaid";"96173,56237"
"Oberharmersbach";"77784,77784"
"Oberhausen";"46045,46047,46049,46117,46119,46145,46147,46149,86697,55585"
"Oberhausen-Rheinhausen";"68794,68794"
"Oberhof,Reitrain,Rottach-Egern,Weißach";"83700"
"Oberhonnefeld-Gierend,Oberraden,Straßenhaus";"56587"
"Oberkirch";"77704,77704"
"Oberkochen";"73447,73447"
"Oberkotzau";"95145,95145"
"Oberlahr";"57641,57641"
"Oberleichtersbach";"97789,97789"
"Oberlungwitz";"09353,09353"
"Obermichelbach,Tuchenbach,Veitsbronn";"90587"
"Ober-Mörlen";"61239,61239"
"Obernburg";"63785,63785"
"Oberndorf";"21787,78727,86698,67821"
"Oberneukirchen";"84565,84565"
"Obernheim";"72364,66919"
"Obernkirchen";"31683,31683"
"Obernzell";"94130,94130"
"Obernzenn";"91619,91619"
"Oberostendorf";"86869,86869"
"Oberpframmern";"85667,85667"
"Oberpöring";"94562,94562"
"Ober-Ramstadt";"64372,64372"
"Oberreichenbach";"75394,91097,75394,91097"
"Oberreute";"88179,88179"
"Oberried";"79254,79254"
"Oberrieden";"87769,87769"
"Oberriexingen";"71739,71739"
"Oberrohn,Tiefenort";"36469"
"Oberrot";"74420,74420"
"Oberroth";"89294,89294"
"Oberscheinfeld";"91483,91483"
"Oberschneiding";"94363,94363"
"Oberschwarzach";"97516,97516"
"Oberschweinbach";"82294,82294"
"Obersinn";"97791,97791"
"Obersöchering";"82395,82395"
"Obersontheim";"74423,74423"
"Oberstaufen";"87534,87534"
"Oberstdorf";"87561,87561"
"Obersteinenberg,Rudersberg";"73635"
"Oberstreit,Schloßböckelheim,Waldböckelheim";"55596"
"Obersulm";"74182,74182"
"Obersüßbach";"84101,84101"
"Oberteuringen";"88094,88094"
"Oberthal";"66649,66649"
"Oberthulba";"97723,97723"
"Obertraubling";"93083,93083"
"Obertrubach";"91286,91286"
"Obertshausen";"63179,63179"
"Oberursel";"61440,61440"
"Oberviechtach";"92526,92526"
"Oberweiler-Tiefenbach,Rutsweiler,Wolfstein";"67752"
"Oberwesel,Perscheid,Urbar";"55430"
"Oberweser";"34399,34399"
"Oberwolfach,Wolfach";"77709"
"Obrigheim";"67283,74847,67283,74847"
"Ochsenbusch,Ramsen";"67305"
"Ochsenfurt";"97199,97199"
"Ochtersum";"26489,26489"
"Ochtrup";"48607,48607"
"Odelzhausen,Pfaffenhofen";"85235"
"Odenbach";"67748,67748"
"Ödenbach,Pastetten";"85669"
"Odenthal";"51519,51519"
"Odernheim";"55571,55239,55239"
"Oderwitz";"02791,02791"
"Oedheim";"74229,74229"
"Oelde";"59302,59302"
"Oelsitz,Oelsitz,Riesa";"01589"
"Oelsnitz";"09376,01561"
"Oer-Erkenschwick";"45739,45739"
"Oerlenbach";"97714,97714"
"Oerlinghausen";"33813,33813"
"Oestrich-Winkel";"65375,65375"
"Oetjendorf";"22961,22961"
"Oettingen";"86732,86732"
"Oetzen";"29588,29588"
"Oeversee,Sankelmark";"24988"
"Offenau";"74254,74254"
"Offenbach";"63065,63067,63069,63071,63073,63075,76877"
"Offenberg";"94560,94560"
"Offenburg";"77652,77654,77656,77652,77654,77656"
"Offingen";"89362,89362"
"Ofterdingen";"72131,72131"
"Ofterschwang,Sonthofen";"87527"
"Oftersheim,Plankstadt,Schwetzingen";"68723"
"Ohlsbach";"77797,77797"
"Ohlstadt";"82441,82441"
"Ohmden";"73275,73275"
"Öhningen";"78337"
"Ohrenbach";"91620,91620"
"Öhringen";"74613"
"Olbersdorf";"02785,02785"
"Ölbronn-Dürrn";"75248"
"Olching";"82140,82140"
"Oldenburg";"26121,26122,26123,26125,26127,26129,26131,26133,26135,23758"
"Oldersbek,Rantrum";"25873"
"Olfen";"59399,59399"
"Olpe";"57462,57462"
"Olsberg";"59939,59939"
"Onsdorf,Tawern";"54456"
"Öpfingen";"89614"
"Oppenau";"77728,77728"
"Ornbau";"91737,91737"
"Orsingen-Nenzingen";"78359,78359"
"Ortenberg";"63683,77799,63683,77799"
"Ortenburg";"94496,94496"
"Osdorf";"24251,14979"
"Osloß";"38557"
"Osnabrück";"49074,49076,49078,49080,49082,49084,49086,49088,49090,49074,49076,49078,49080,49082,49084,49086,49088,49090"
"Ostbevern";"48346,48346"
"Ostelsheim";"75395,75395"
"Osten";"21756,21756"
"Ostenfeld,Wittbek";"25872"
"Ostenholz,Walsrode";"29664"
"Osterberg";"89296,99192"
"Osterbruch,Otterndorf";"21762"
"Osterburken";"74706,74706"
"Osterby,Suhrbrook";"24367"
"Ostercappeln";"49179,49179"
"Osterhofen";"94486,94486"
"Osterholz-Scharmbeck";"27711,27711"
"Osterode";"37520,38835"
"Osterrönfeld";"24783,24783"
"Osterstedt";"25590,25590"
"Ostfildern";"73760,73760"
"Ostheim";"97645,97645"
"Osthofen";"67574,67574"
"Ostrach";"88356,88356"
"Ostramondra,Rastenberg";"99636"
"Ostrau";"04749,04668"
"Ostrhauderfehn";"26842,26842"
"Östringen";"76684"
"Ostritz,Schönau-Berzdorf";"02899"
"Ostseebad Binz";"18609,18609"
"Ostseebad Boltenhagen,Ostseebad Boltenhagen Zeltplatz,Redewisch,Redewisch Fischerhaus,Tarnewitz,Tarnewitzerhagen,Wichmannsdorf";"23946"
"Ötigheim";"76470"
"Ötisheim";"75443"
"Ottenbüttel";"25591,25591"
"Ottendorf-Okrilla";"01458,01458"
"Ottenhöfen";"77883,77883"
"Ottensoos";"91242,91242"
"Ottenstein";"31868,31868"
"Otter";"21259,21259"
"Otterberg";"67697,67697"
"Otterfing";"83624,83624"
"Ottersberg";"28870,28870"
"Otterskirchen";"94155,94155"
"Otterstadt,Reffenthal";"67166"
"Ottersweier";"77833,77833"
"Otting";"86700,86700"
"Ottobrunn,Riemerling";"85521"
"Ottrau";"34633,34633"
"Ottweiler";"66564,66564"
"Otzberg";"64853,64853"
"Otzing";"94563,94563"
"Ovelgönne";"26939,26939"
"Ovendorferredder,Schillsdorf";"24637"
"Overath";"51491,51491"
"Owen";"73277,73277"
"Owingen";"88696,88696"
"Oy-Mittelberg";"87466,87466"
"Oyten";"28876,28876"
"Paderborn";"33098,33100,33102,33104,33106,33161"
"Paderborn,Salzkotten";"33154"
"Pähl";"82396,82396"
"Painten";"93351,93351"
"Palling";"83349,83349"
"Papendorf,Pölchow,Rostock,Ziesendorf";"18059"
"Parchim";"19370,19370"
"Parkstein";"92711,92711"
"Parkstetten";"94365,94365"
"Parsau";"38470,38470"
"Partenstein";"97846,97846"
"Passau";"94032,94034,94036"
"Patersdorf";"94265,94265"
"Pattensen";"30982,30982"
"Pechbrunn";"95701,95701"
"Pegnitz";"91257,91257"
"Peine";"31224,31226,31228,31224,31226,31228"
"Peiting";"86971,86971"
"Pellworm,Süderoog";"25849"
"Pemfling";"93482,93482"
"Pennigsehl";"31621,31621"
"Pentling";"93080,93080"
"Penzberg";"82377,82377"
"Penzing";"86929,86929"
"Perasdorf";"94366,94366"
"Perkam";"94368,94368"
"Perl";"66706,66706"
"Perlesreut";"94157,94157"
"Petersaurach";"91580,91580"
"Petersberg";"36100,23923"
"Petersdorf";"86574,15518"
"Petershagen";"32469,16306"
"Petershausen";"85238,85238"
"Petersroda,Roitzsch";"06809"
"Pettendorf";"93186,93186"
"Pettstadt";"96175,96175"
"Pfaffenhausen";"87772,87772"
"Pfaffenhofen";"74397,89284,85276"
"Pfaffenstube,Seewald,Völmlesmühle";"72297"
"Pfaffenweiler";"79292,79292"
"Pfaffing";"83539,83552"
"Pfakofen";"93101,93101"
"Pfalzgrafenweiler";"72285,72285"
"Pfarrkirchen";"84347,84347"
"Pfarrweisach";"96176,96176"
"Pfatter";"93102,93102"
"Pfedelbach";"74629,74629"
"Pfeffenhausen,Spitzau, Gem Attenhofen";"84076"
"Pferdsdorf,Unterbreizbach";"36414"
"Pfinztal";"76327,76327"
"Pfofeld";"91738,91738"
"Pförring";"85104,85104"
"Pforzen";"87666,87666"
"Pforzheim";"75172,75173,75175,75179,75180,75181,75177"
"Pfreimd";"92536,92536"
"Pfronstetten";"72539,72539"
"Pfronten";"87459,87459"
"Pfullendorf";"88630,88630"
"Pfullingen";"72793,72793"
"Pfungstadt";"64319,64319"
"Philippsburg";"76661,76661"
"Philippsreut";"94158,94158"
"Philippsthal";"36269,14532"
"Piding";"83451,83451"
"Pielenhofen";"93188,93188"
"Piesport";"54498,54498"
"Pilsach";"92367,92367"
"Pilsting";"94431,94431"
"Pinneberg";"25421,25421"
"Pinzberg";"91361,91361"
"Pirk";"92712,92712"
"Pirmasens";"66953,66955"
"Pirmasens,Schelertal";"66954"
"Pittenhart";"83132,83132"
"Plaidt";"56637,56637"
"Plankenfels,Schnackenwöhr";"95515"
"Plate";"19086,19086"
"Plattling";"94447,94447"
"Plauen";"08523,08529,08525"
"Plech";"91287,91287"
"Pleidelsheim";"74385,74385"
"Pleinfeld";"91785,91785"
"Pleiskirchen";"84568,84568"
"Pleißa";"09246,09246"
"Pleß";"87773"
"Plettenberg";"58840,58840"
"Pleystein";"92714,92714"
"Pliening";"85652,85652"
"Pliezhausen";"72124,72124"
"Plochingen";"73207,73207"
"Pockau";"09509,09509"
"Pöcking";"82343,82343"
"Pohlheim";"35415,35415"
"Poing";"85586,85586"
"Pollenfeld";"85131,85131"
"Pollhagen";"31718,31718"
"Polling";"82398,84570,82398,84570"
"Polsingen";"91805,91805"
"Pommelsbrunn";"91224,91224"
"Pommersfelden";"96178,96178"
"Poppenhausen";"36163,97490,36163,97490"
"Poppenricht";"92284,92284"
"Pörnbach";"85309,85309"
"Porta Westfalica";"32457,32457"
"Pösing";"93483,93483"
"Postau";"84103,84103"
"Postbauer-Heng";"92353,92353"
"Postmünster";"84389,84389"
"Potsdam";"14467,14469,14471,14473,14478,14480,14482,14467,14469,14471,14473,14478,14480,14482"
"Pottenstein";"91278,91278"
"Pöttmes";"86554,86554"
"Poxdorf";"91099,07616"
"Prackenbach";"94267,94267"
"Pramsdorf,Rangsdorf,Theresenhof";"15834"
"Prem";"86984,86984"
"Presseck,Schmölz";"95355"
"Pressig,Rittersmühle";"96332"
"Pretzfeld";"91362,91362"
"Pretzsch,Priesitz,Trebitz";"06909"
"Preußisch Oldendorf,Preußisch Oldendorf";"32361"
"Prezelle";"29491,29491"
"Prichsenstadt";"97357,97357"
"Priepert,Strasen,Wesenberg,Wustrow";"17255"
"Prisdorf";"25497,25497"
"Prittriching";"86931,86931"
"Profen,Reuden";"06725"
"Pronstorf";"23820,23820"
"Prosselsheim";"97279,97279"
"Prutting";"83134,83134"
"Püchersreuth";"92715,92715"
"Puchheim";"82178,82178"
"Pulheim";"50259,50259"
"Pullenreuth";"95704,95704"
"Pünderich";"56862,56862"
"Pürgen,Thalhofen";"86932"
"Puschendorf";"90617,90617"
"Püttlingen";"66346,66346"
"Putzbrunn";"85640,85640"
"Pyrbaum";"90602,90602"
"Quakenbrück";"49610,49610"
"Quern,Steinberg,Steinbergkirche";"24972"
"Quickborn";"25451,25712"
"Quierschied";"66287,66287"
"Rabenau";"01734,35466,01734,35466"
"Räbke";"38375,38375"
"Radbruch";"21449,21449"
"Raddestorf";"31604,31604"
"Radebeul";"01445,01445"
"Radevormwald";"42477,42477"
"Radolfzell";"78315,78315"
"Raesfeld";"46348,46348"
"Rahden";"32369,32369"
"Rain";"86641,94369,86641,94369"
"Rainau";"73492,73492"
"Raisting";"82399,82399"
"Ramerberg";"83561,83561"
"Rammingen";"86871,89192,86871,89192"
"Ramstein-Miesenbach";"66877,66877"
"Ramsthal";"97729,97729"
"Randersacker";"97236,97236"
"Rangendingen";"72414,72414"
"Rannungen";"97517,97517"
"Ranstadt";"63691,63691"
"Rantum,Sylt-Ost,Westerland";"25980"
"Rasdorf";"36169,36169"
"Rastatt";"76437,76437"
"Rastede";"26180,26180"
"Ratekau";"23626,23626"
"Ratingen";"40878,40880,40882,40883,40885,40472"
"Ratshausen";"72365,72365"
"Rattelsdorf";"96179,07646"
"Rattenberg";"94371,94371"
"Rattiszell";"94372,94372"
"Rätzlingen";"29590,39359"
"Raubling";"83064,83064"
"Rauenberg";"69231,69231"
"Rauhenebrach";"96181,96181"
"Raunheim";"65479,65479"
"Rauschenberg";"35282,35282"
"Ravensburg";"88212,88213,88214,88212,88213,88214"
"Ravenstein";"74747,74747"
"Rechberghausen";"73098,73098"
"Rechtenbach";"97848,76889"
"Rechtmehring";"83562,83562"
"Recke";"49509,49509"
"Reckendorf";"96182,96182"
"Recklinghausen";"45657,45659,45661,45663,45665,45657,45659,45661,45663,45665"
"Rees";"46459,46459"
"Regen";"94209,94209"
"Regensburg";"93047,93049,93051,93053,93055,93057,93059,93047,93049,93051,93053,93055,93057,93059"
"Regenstauf";"93128,93128"
"Regesbostel";"21649,21649"
"Regis-Breitingen";"04565,04565"
"Regnitzlosau";"95194,95194"
"Rehau";"95111,95111"
"Rehburg-Loccum";"31547,31547"
"Rehling";"86508,86508"
"Rehlingen-Siersburg";"66780,66780"
"Reichartshausen";"74934,74934"
"Reichelshof,Sennfeld";"97526"
"Reichenau";"78479,01936"
"Reichenbach,Sohland,Vierkirchen";"02894"
"Reichenbach";"73262,93189,07330"
"Reichenbach,Wehingen";"78564"
"Reichenberg";"97234,56357"
"Reichenberg b Riedlhütte,Riedlhütte";"94566"
"Reichenschwand";"91244,91244"
"Reichertshausen";"85293,85293"
"Reichertsheim";"84437,84437"
"Reichertshofen";"85084,85084"
"Reichling";"86934,86934"
"Reichshof";"51580,51580"
"Reifenberg";"66507,66507"
"Reil";"56861,56861"
"Reilingen";"68799,68799"
"Reimlingen";"86756,86756"
"Reinbek,Wentorf";"21465"
"Reinhardshagen";"34359,34359"
"Reinheim";"64354,64354"
"Reinsdorf";"08141,06642"
"Reinstorf";"21400,23992"
"Reisbach";"94419,94419"
"Reischach";"84571,84571"
"Reiskirchen";"35447,35447"
"Reit im Winkl";"83242,83242"
"Reken";"48734,48734"
"Rellingen";"25462,25462"
"Remchingen";"75196,75196"
"Remlingen";"38319,97280,38319,97280"
"Remscheid";"42853,42855,42857,42859,42897,42899,42853,42855,42857,42859,42897,42899"
"Remse";"08373,08373"
"Remseck";"71686,71686"
"Remshalden";"73630,73630"
"Renchen";"77871,77871"
"Rennertshofen";"86643,86643"
"Renquishausen";"78603,78603"
"Rentweinsdorf";"96184,96184"
"Rettenbach,Stötten";"87675"
"Rettenbach";"89364,93191,87733,87733"
"Rettenberg";"87549,87549"
"Retzstadt";"97282,97282"
"Reut,Tann,Zeilarn";"84367"
"Reute";"79276,73569"
"Reuth";"92717,54597"
"Reutlingen";"72760,72762,72764,72766,72768,72770,72760,72762,72764,72766,72768,72770"
"Rhauderfehn";"26817,26817"
"Rheda-Wiedenbrück";"33378,33378"
"Rhede";"26899,46414,26899,46414"
"Rheden";"31039,31039"
"Rheinau";"77866,77866"
"Rheinbach";"53359,53359"
"Rheinberg";"47495,47495"
"Rheinbreitbach";"53619,53619"
"Rheine";"48429,48431,48432,48429,48431,48432"
"Rheinfelden";"79618,79618"
"Rheinhausen";"79365,68794,68794"
"Rheinmünster";"77836,77836"
"Rheinstetten";"76287,76287"
"Rheinzabern";"76764,76764"
"Rheurdt";"47509,47509"
"Ribnitz-Damgarten";"18311,18311"
"Rickenbach";"79736,79736"
"Ried";"86510,83552"
"Riedbach";"97519,97519"
"Riede";"27339,27339"
"Rieden";"87668,87669,92286,56745"
"Riedenberg";"97792,97792"
"Riedenburg";"93339,93339"
"Riedenheim";"97283,97283"
"Riederich";"72585,72585"
"Riedering";"83083,83083"
"Riedhausen";"88377,88377"
"Riedstadt";"64560,64560"
"Riegel";"79359,79359"
"Riegelsberg";"66292,66292"
"Riekofen,Sünching";"93104"
"Rielasingen-Worblingen";"78239,78239"
"Rieneck";"97794,97794"
"Riesa";"01587,01591,01589"
"Riesbürg";"73469,73469"
"Rieschweiler-Mühlbach";"66509,66509"
"Rieste";"49597,49597"
"Riesweiler";"55499,55499"
"Rietberg";"33397,33397"
"Rietheim-Weilheim";"78604,78604"
"Rietschen";"02956,02956"
"Rimbach";"64668,93485,84326"
"Rimpar";"97222,97222"
